str_1164|Dummy first line
str_id_1490|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1491|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1492|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1493|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1494|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1495|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1496|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1497|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1498|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1499|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1500|那 么 很 好。我 希 望 你 至 少 能 挥 舞 棍 棒。
str_id_1501|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1502|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1503|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1504|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1505|很 好，只 是 在 城 里 别 因 你 的 癖 好 引 起 注 意。
str_id_1506|很 好，只 是 在 城 里 别 因 你 的 癖 好 引 起 注 意。
str_id_1507|很 好，只 是 在 城 里 别 因 你 的 癖 好 引 起 注 意。
str_id_1508|很 好，只 是 在 城 里 别 因 你 的 癖 好 引 起 注 意。
str_id_1509|很 好，只 是 在 城 里 别 因 你 的 癖 好 引 起 注 意。
str_id_1510|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1511|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1512|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1513|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1514|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1515|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1516|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1517|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1518|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1519|我 能 给 你 想 要 的 东 西。欢 迎 加 入 我 们。
str_id_1520|将 会 有 大 量 的 野 猪，甚 至 可 能 是 獠 牙，它 们 只 是 更 大 的 野 猪。
str_id_1521|再 三 考 虑，我 需 要 一 个 不 那 么 激 烈 的 人，再 见。
str_id_1522|其 实 我 更 需 要 一 个 战 士 而 不 是 一 个 作 家，再 见。
str_id_1523|你 的 确 很 专 业，但 这 件 事 还 是 留 待 日 后 再 谈。
str_id_1524|想 想 看，我 宁 愿 要 战 士 类 型 的，告 别 了。
str_id_1525|其 实 我 真 的 很 不 相 信 你。
str_id_1526|暂 时？哦，不，我 想 你 要 知 道 我 要 的 是 长 期 的。
str_id_1527|我 想 在 这 之 前，我 会 做 进 一 步 的 决 定。
str_id_1528|雇 用 你！我 死 了 比 活 着 更 需 要 你。
str_id_1529|钱 应 该 是 够 的，看 来 你 不 知 道 我 的 队 伍 里 没 你 的 位 置，去 另 找 位 雇 主 吧。
str_id_1530|我 不 会 雇 佣 任 何 会 谋 杀 他 的 主 人 的 家 伙。
str_id_1531|对 于 要 我 给 的 钱，我 会 在 你 走 之 前 告 知 你，找 别 人 去 吧。
str_id_1532|我 考 虑 了 下，我 怀 疑 你 应 该 连 命 令 都 听 不 懂，再 见。
str_id_1533|你 看 起 来 像 一 个 强 大 的 战 士，但 我 需 要 在 队 伍 待 很 长 段 时 间 的 人，因 为 我 有 我 的 计 划。也 许 我 找 别 人 会 更 好。
str_id_1534|再 三 考 虑 后，我 不 确 定 你 的 技 能 配 得 上 你 的 薪 水。
str_id_1535|说 实 话 我 不 是 一 个 外 交 官，也 许 你 该 去 为 你 的 国 家 工 作，而 不 是 我。
str_id_1536|如 果 一 个 人 过 去 有 什 么 不 良 行 为，通 常 以 后 都 会 再 犯，所 以 史 基 佐，我 不 能 带 上 你。
str_id_1537|我 现 在 要 走 了 斯 卡 洛 克，我 下 次 再 来 找 你。
str_id_1538|我 喜 欢 我 的 蛋 蛋 留 在 正 确 的 位 置，它 们 说 谢 谢。
str_id_1539|如 果 你 的 心 思 一 直 在 别 处，而 不 是 在 队 里，那 你 待 不 了 多 久，这 对 你 来 说 很 危 险，所 以 你 不 属 于 我 的 队 伍。
str_id_1540|你 或 许 有 些 贵，我 该 走 了。
str_id_1541|我 确 信 应 该 不 是 这 样，但 我 希 望 我 的 人 时 刻 保 持 清 醒，所 以 你 最 好 还 是 留 在 这。
str_id_1542|祝 你 在 旅 途 上 好 运，再 见。
str_id_1543|其 实，你 会 给 我 的 士 兵 树 立 坏 榜 样，所 以 最 好 还 是 留 在 这 里。
str_id_1544|我 觉 得 你 缺 乏 战 斗 能 力 可 能 是 一 个 问 题。我 们 最 好 重 新 考 虑 下。
str_id_1545|很 抱 歉，我 目 前 需 要 掌 握 其 他 技 能 的 人。
str_id_1546|我 需 要 我 的 同 伴 会 跟 随 我 的 领 导，你 听 起 来 不 像 会 那 么 做。我 会 独 自 离 开 这。
str_id_1547|会 有 让 你 听 从 我 的 命 令 的 一 天，但 你 跟 不 上 他 们 的 话，那 我 的 队 伍 不 是 你 该 待 的 地。
str_id_1548|如 果 有 人 要 我 付 个 相 当 于 领 主 的 工 资，那 我 想 要 他 能 有 个 像 领 主 能 力 的 表 现，在 战 斗 中 不 够 强 可 不 行。
str_id_1549|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1550|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1551|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1552|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1553|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1554|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1555|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1556|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1557|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1558|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1559|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1560|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1561|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1562|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1563|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1564|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1565|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1566|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1567|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1568|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1569|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1570|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1571|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1572|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1573|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1574|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1575|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1576|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1577|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1578|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1579|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1580|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1581|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1582|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1583|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1584|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1585|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1586|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1587|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1588|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1589|不，太 多 包 袱 了。
str_id_1590|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1591|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1592|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1593|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1594|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1595|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1596|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1597|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1598|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1599|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1600|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1601|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1602|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1603|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1604|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1605|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1606|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1607|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1608|你 恐 怕 找 错 人 了，去 别 处 看 看 吧。
str_id_1609|如 果 你 想 猎 杀 野 猪，我 建 议 你 加 入 巡 逻 队，而 不 是 像 我 这 样 严 肃 的 军 队。
str_id_1610|稍 等。在 我 们 冒 险 之 前，我 需 要 去 狂 饮 一 顿，我 请 你 资 助 这 个，花 费 {reg3}金 币？我 吃 饱 了 战 斗 更 好。
str_id_1611|是 这 样，我 要 需 要 给 我 们 的 旅 途 写 下 记 录，所 以 我 需 要 买 些 精 美 的 书 写 工 具，你 会 给 我 {reg3}金 币 吗？
str_id_1612|在 我 们 动 身 之 前，我 要 你 先 预 付 费 用，因 为 我 上 位 雇 主 到 我 走 时 都 没 付 钱，我 不 能 再 让 这 发 生，我 的 家 人 需 要 钱，如 果 你 能 给 我 {reg3}金 币，而 且 在 接 下 的 日 子 都 能 让 我 看 见 它 们。
str_id_1613|只 要 {reg3}金 币 就 够，我 知 道 接 下 来 还 有 很 长 的 路 要 走。
str_id_1614|从 你 那 得 到 {reg3}金 币 是 有 必 要 的。
str_id_1615|再 我 们 离 开 之 前，我 要 求 一 笔 维 护 金，总 数 {reg3}金 币，我 相 信 你 负 担 得 起。
str_id_1616|我 很 高 兴 能 为 你 服 务，首 先 我 要 求 你 先 支 付 {reg3}雇 佣 金。
str_id_1617|我 们 走 之 前，能 给 我 {reg3}金 币 吗？我 需 要 买 一 点 山 羊 奶 酪。
str_id_1618|你 瞧，加 入 你 们 的 费 用 是 {reg3}金 币。
str_id_1619|{reg3}金 币?
str_id_1620|我 也 不 便 宜，我 需 要 一 笔 {reg3}金 币 数 目 的 钱 能 马 上 投 资 在 我 的 船 上。
str_id_1621|臭 虫 说 {reg3}金 币，嘣-------------------
str_id_1622|在 我 和 你 骑 马 离 开 之 前，我 想 施 舍 些 有 需 要 的 穷 人，捐 赠 {reg3}金 币 大 概 是 个 合 适 的 数 目，来 换 取 你 可 能 需 要 的 枪 剑 技 能，你 愿 意 做 出 这 样 的 捐 赠 吗？
str_id_1623|我 不 需 要 多 少 薪 饷 或 供 养，但 会 悉 心 照 料 自 己 的 马。它 们 对 我 而 言 神 圣 无 比，所 以 我 要 {reg3}金 币 预 付 款，以 确 保 它 们 得 到 妥 善 照 顾。
str_id_1624|在 离 开 前，我 想 你 预 付 {reg3}金 币 作 为 为 你 服 务 的 订 金，不 是 很 多，但 对 我 来 说 足 够 了。
str_id_1625|现 在，有 个 好 消 息，队 长，如 何 达 成 我 们 间 的 协 议 呢？仅 仅 需 要 {reg3}金 币 就 够 了。
str_id_1626|我 的 天 赋 是 很 值 钱 的，所 以 我 的 费 用 是 {reg3}金 币。
str_id_1627|你 知 道 我 是 名 船 长，可 不 是 浑 身 腐 臭 装 火 药 工，我 的 地 位 比 你 高，所 以 不 要 认 为 我 很 廉 价。事 实 上 你 要 付 {reg3}金 币 才 聘 得 起 我。
str_id_1628|我 只 要 {reg3}金 币 在 离 镇 前 买 一 葫 芦 水。
str_id_1629|首 先 我 的 费 用 是 {reg3}金 币。
str_id_1630|我 的 货 交 晚 了，需 要 赔 偿 给 酒 店 老 板，你 能 不 能 帮 我？{reg3}金 币 就 够，考 虑 一 下 我 提 的 费 用。
str_id_1631|我 会 加 入 你，但 我 需 要 一 些 金 币 带 回 露 斯 契 亚 以 资 助 国 防 力 量，我 需 要 {reg3}金 币。
str_id_1632|走 之 前 我 想 你 帮 我 支 付 一 些 欠 款，不 多，就 {reg3}金 币。
str_id_1633|我 想 寄 点 钱 个 我 的 家 人，因 为 战 争 导 致 他 们 的 生 意 失 败，你 能 支 付 {reg3}金 币 作 为 聘 金 吗？我 想 马 上 寄 出 去。
str_id_1634|我 的 雇 佣 金 {reg3}金 币。
str_id_1635|要 开 始 构 建 一 个 战 争 基 金，我 要 求 {reg3}金 币 做 为 加 入 的 费 用。
str_id_1636|我 喜 欢 喝 酒 打 斗，大 概 {reg3}金 币 应 该 够 我 接 下 来 几 个 月 的 花 费。
str_id_1637|我 要 在 某 个 地 方 重 新 开 始 我 的 产 业，帝 国 把 我 之 前 的 财 产 都 充 公 了。我 需 要 {reg3}金 币。
str_id_1638|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1639|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1640|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1641|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1642|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1643|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1644|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1645|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1646|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1647|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1648|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1649|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1650|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1651|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1652|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1653|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1654|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1655|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1656|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1657|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1658|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1659|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1660|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1661|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1662|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1663|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1664|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1665|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1666|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1667|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1668|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1669|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1670|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1671|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1672|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1673|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1674|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1675|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1676|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1677|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1678|我 只 需 要{reg3}枚 金 币，付 清 牛 民 学 院 剩 下 的 学 费。
str_id_1679|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1680|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1681|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1682|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1683|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1684|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1685|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1686|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1687|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1688|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1689|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1690|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1691|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1692|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1693|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1694|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1695|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1696|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1697|只 要 {reg3}金 币，我 便 愿 向 你 效 忠。
str_id_1698|噢—— 给 我，快 给 我！不 过 签 约 之 前 还 有 一 件 事：我 需 要{reg3}枚 金 币，给 我 的 狗 盖 一 间 新 窝，再 买 一 根 剃 刀 兽 骨 头 哄 它 开 心。就 当 是 雇 佣 费 吧。
