dlga_1164|Dummy first line
dlga_id:dplmc_constable_dismiss_inventory|若 这 是 您 的 决 定，{s0}。不 过 我 手 中 还 有 些 您 托 付 给 我 的 装 备；在 离 任 之 前，理 应 先 将 它 们 妥 善 交 还。
dlga_id:dplmc_constable_dismiss_confirm|您 确 定 不 再 需 要 我 效 劳 了 吗？{reg33?:}
dlga_id:dplmc_constable_dismiss_confirm_ask_2|好，让 我 先 看 看……
dlga_id:dplmc_constable_pretalk_30|仔 细 想 想，我 仍 然 需 要 你 留 在 任 上。
dlga_id:dplmc_constable_dismiss_confirm_yes|是 的，我 意 已 决。{reg33?:}
dlga_id:dplmc_constable_pretalk_31|不，我 还 没 有 决 定。
dlga_id:close_window_120|如 您 所 愿。
dlga_id:close_window.20|我 会 怀 念 侍 奉 在 您 身 侧 的 日 子，{playername}。愿 您 的 刀 刃 永 远 锋 利，箭 矢 永 不 偏 离。
dlga_id:close_window_121|多 谢。我 稍 后 再 来。
dlga_id:banker_associate_talk|日 安，{s0}。
dlga_id:bank_associate_explain|金 印 银 行 是 什 么？
dlga_id:bank_associate_response|我 想 开 设 一 个 账 户。
dlga_id:bank_talk|我 想 处 理 账 户 事 务。
dlga_id:close_window_122|日 安。
dlga_id:bank_associate_explain2|看 来 您 还 不 曾 听 说 过 我 们，{s0}，{s3}。
dlga_id:bank_associate_explain3|金 印 银 行 为 世 界 各 族 的 权 贵 与 显 要 保 管 财 富。战 火 蔓 延、堡 垒 陷 落 时，任 何 体 面 的 客 户 都 需 要 一 个 可 以 安 全 取 用 国 库 资 金 的 地 方。我 们 始 终 保 持 中 立，让 商 贸 不 受 征 服 野 心 与 全 面 战 争 的 残 酷 所 阻。
dlga_id:bank_associate_explain4|存 入 本 行 金 库 的 黄 金 绝 对 安 全。数 百 年 来，我 们 一 直 是 保 管 世 间 巨 额 财 富 时 公 认 的 安 全 与 效 率 典 范。
dlga_id:banker_associate_talk_2|您 一 获 封 领 地，掌 玺 大 臣 便 替 您 在 本 行 开 设 了 账 户—— 明 智 之 举。今 后 若 需 迅 速 而 安 全 地 存 取 国 库 资 金，只 需 寻 找 任 何 一 位 金 印 银 行 职 员。
dlga_id:bank_associate_question|金 印 银 行 力 求 在 各 地 显 赫 宫 廷 中 都 设 有 代 表，因 此 大 多 数 领 主 大 厅 里 都 能 见 到 我 们 的 职 员。
dlga_id:bank_associate_response_2|我 的 财 力 与 日 俱 增。我 能 在 贵 行 开 设 账 户 吗？
dlga_id:banker_pretalk|有 意 思。只 希 望 终 焉 之 时 别 来 得 太 快，坏 了 这 场 好 戏。
dlga_id:close_window_123|恐 怕 不 行，{s0}。本 行 只 接 待 我 们 熟 悉 且 足 以 信 任 其 名 誉 与 财 力 的 显 贵。或 许 您 可 以 去 试 试 穆 特 银 行。
dlga_id:bank_associate_response2|可 以 考 虑，{s0}。在 本 行 开 户 需 要 先 存 入 10000枚 金 币。若 您 带 够 了 钱，我 现 在 便 可 替 您 办 理。
dlga_id:bank_associate_response3|{s3}。您 要 现 在 开 户 吗？^^（账 户 会 收 取 每 周 费 用，且 一 经 开 立 便 无 法 注 销。）
dlga_id:banker_pretalk_2|我 暂 时 拿 不 出 这 么 大 一 笔 钱。
dlga_id:bank_associate_invest|好，我 要 开 户。这 是 所 需 的 起 始 存 款。
dlga_id:banker_pretalk.1|这 笔 钱 我 拿 得 出，但 眼 下 另 有 更 要 紧 的 用 处。以 后 再 说 吧。
dlga_id:banker_associate_talk_3|很 好，{s0}。今 后 若 要 存 款 或 取 款，找 任 何 一 位 本 行 职 员 即 可。感 谢 您 成 为 金 印 银 行 的 贵 客。
dlga_id:bank_talk_2|还 有 别 的 事 吗，{s0}？
dlga_id:banker_associate_talk_4|还 有 别 的 事 吗，{s0}？
dlga_id:dplmc_bank_overview|呈 交 一 份 我 的 财 务 报 告。
dlga_id:bank_treasury|我 想 查 问 账 户 资 金。
dlga_id:bank_treasury_action|您 的 账 户 中 现 有 {s4} 金 币，另 有 {s6} 债 务。您 想 如 何 处 理？
dlga_id:bank_treasury_action_pay|我 想 存 入 资 金。
dlga_id:bank_treasury_action_pay_select|账 户 中 现 有 {s4} 金 币。您 想 再 存 入 多 少，{s0}？
dlga_id:bank_treasury_action_pay_2|存 入 100枚 金 币。
dlga_id:bank_treasury_action_pay.1|存 入 200枚 金 币。
dlga_id:bank_treasury_action_pay.2|存 入 500枚 金 币。
dlga_id:bank_treasury_action_pay.3|存 入 1000枚 金 币。
dlga_id:bank_treasury_action_pay.4|存 入 2000枚 金 币。
dlga_id:bank_treasury_action_pay.5|存 入 5000枚 金 币。
dlga_id:bank_treasury_action_pay.6|存 入 10000枚 金 币。
dlga_id:bank_pretalk_2|算 了。
dlga_id:bank_treasury_action_withdraw|我 想 取 出 资 金。
dlga_id:bank_treasury_action_withdraw_select|账 户 中 现 有 {s4} 金 币。您 想 取 出 多 少，{s0}？
dlga_id:bank_treasury_action_withdraw_2|取 出 100枚 金 币。
dlga_id:bank_treasury_action_withdraw.1|取 出 200枚 金 币。
dlga_id:bank_treasury_action_withdraw.2|取 出 500枚 金 币。
dlga_id:bank_treasury_action_withdraw.3|取 出 1000枚 金 币。
dlga_id:bank_treasury_action_withdraw.4|取 出 2000枚 金 币。
dlga_id:bank_treasury_action_withdraw.5|取 出 5000枚 金 币。
dlga_id:bank_treasury_action_withdraw.6|取 出 10000枚 金 币。
dlga_id:bank_pretalk_3|算 了。
dlga_id:bank_pretalk_4|多 谢，暂 时 就 这 些。
dlga_id:close_window_124|不 必 客 气。日 安。
dlga_id:dplmc_chamberlain_talk|是 的，{s0}？
dlga_id:dplmc_chamberlain_talk_2|还 有 别 的 事 吗，{s0}？
dlga_id:dplmc_chamberlain_overview|呈 交 一 份 财 务 报 告。
dlga_id:dplmc_chamberlain_treasury|查 看 国 库。
dlga_id:dplmc_chamberlain_treasury_action|国 库 中 现 有 {s4} 金 币，另 有 {s6} 债 务。您 想 如 何 处 理？
dlga_id:dplmc_chamberlain_treasury_action_pay|我 想 向 国 库 存 入 资 金。
dlga_id:dplmc_chamberlain_treasury_action_pay_select|国 库 中 现 有 {s4} 金 币。陛 下，您 想 存 入 多 少？
dlga_id:dplmc_chamberlain_treasury_action_pay_2|存 入 100枚 金 币。
dlga_id:dplmc_chamberlain_treasury_action_pay.1|存 入 200枚 金 币。
dlga_id:dplmc_chamberlain_treasury_action_pay.2|存 入 500枚 金 币。
dlga_id:dplmc_chamberlain_treasury_action_pay.3|存 入 1000枚 金 币。
dlga_id:dplmc_chamberlain_treasury_action_pay.4|存 入 2000枚 金 币。
dlga_id:dplmc_chamberlain_treasury_action_pay.5|存 入 5000枚 金 币。
dlga_id:dplmc_chamberlain_treasury_action_pay.6|存 入 10000枚 金 币。
dlga_id:dplmc_chamberlain_pretalk_2|算 了。
dlga_id:dplmc_chamberlain_treasury_action_withdraw|我 想 从 国 库 中 取 出 资 金。
dlga_id:dplmc_chamberlain_treasury_action_withdraw_select|国 库 中 现 有 {s4} 金 币。陛 下，您 想 取 出 多 少？
dlga_id:dplmc_chamberlain_treasury_action_withdraw_2|取 出 100枚 金 币。
dlga_id:dplmc_chamberlain_treasury_action_withdraw.1|取 出 200枚 金 币。
dlga_id:dplmc_chamberlain_treasury_action_withdraw.2|取 出 500枚 金 币。
dlga_id:dplmc_chamberlain_treasury_action_withdraw.3|取 出 1000枚 金 币。
dlga_id:dplmc_chamberlain_treasury_action_withdraw.4|取 出 2000枚 金 币。
dlga_id:dplmc_chamberlain_treasury_action_withdraw.5|取 出 5000枚 金 币。
dlga_id:dplmc_chamberlain_treasury_action_withdraw.6|取 出 10000枚 金 币。
dlga_id:dplmc_chamberlain_pretalk_3|算 了。
dlga_id:dplmc_chamberlain_pretalk_4|多 谢。谈 些 别 的 吧。
dlga_id:dplmc_chamberlain_status|呈 交 一 份 某 处 封 地 的 财 务 报 告。
dlga_id:dplmc_chamberlain_status_select_fief|您 想 听 取 哪 处 封 地 的 报 告？
dlga_id:dplmc_chamberlain_pretalk_5|算 了。
dlga_id:dplmc_chamberlain_tax|我 想 调 整 一 处 封 地 的 税 率。
dlga_id:dplmc_chamberlain_tax_select_center|哪 处 封 地？
dlga_id:dplmc_chamberlain_pretalk_6|算 了。
dlga_id:dplmc_chamberlain_tax_select_rate|您 想 把 {s6} 的 税 率 定 在 什 么 水 平？
dlga_id:dplmc_chamberlain_tax_ask_confirm|极 低。
dlga_id:dplmc_chamberlain_tax_ask_confirm.1|较 低。
dlga_id:dplmc_chamberlain_tax_ask_confirm.2|正 常。
dlga_id:dplmc_chamberlain_tax_ask_confirm.3|较 高。
dlga_id:dplmc_chamberlain_tax_ask_confirm.4|极 高。
dlga_id:dplmc_chamberlain_pretalk_7|算 了。
dlga_id:dplmc_chamberlain_tax_confirm|您 确 定 要 把 {s6} 的 税 率 定 为 {s11} 吗？
dlga_id:dplmc_chamberlain_pretalk_8|是。
dlga_id:dplmc_chamberlain_pretalk.1|不，我 改 变 主 意 了。
dlga_id:dplmc_chamberlain_manage_fiefs|我 想 在 封 地 内 兴 建 设 施。
dlga_id:dplmc_chamberlain_manage_fiefs_options|您 的 {reg2}处 封 地 中，目 前 已 有 {reg1}处 共 建 成 {reg0}项 设 施。您 想 再 兴 建 一 项 吗？
dlga_id:dplmc_chamberlain_manage_fiefs_build|是，我 想 兴 建 一 项 设 施。
dlga_id:dplmc_chamberlain_pretalk_9|否。
dlga_id:dplmc_chamberlain_manage_fiefs_build_location|您 想 在 哪 里 兴 建？
dlga_id:dplmc_chamberlain_manage_fiefs_build_ask|{s2}.
dlga_id:dplmc_chamberlain_pretalk_10|哪 里 也 不 建。
dlga_id:dplmc_chamberlain_pretalk_11|{s19} 您 正 在 修 建 {s7}。工 程 还 需 {reg8}天 {reg9?:} 才 能 完 工，在 此 之 前 无 法 开 始 新 的 建 设。
dlga_id:dplmc_chamberlain_manage_fiefs_build_ask2|{s19}，您 想 兴 建 什 么？
dlga_id:dplmc_chamberlain_manage_fiefs_build_confirm_ask|修 建 一 座 庄 园。
dlga_id:dplmc_chamberlain_manage_fiefs_build_confirm_ask.1|修 建 一 座 磨 坊。
dlga_id:dplmc_chamberlain_manage_fiefs_build_confirm_ask.2|修 建 一 座 瞭 望 塔。
dlga_id:dplmc_chamberlain_manage_fiefs_build_confirm_ask.3|修 建 一 所 学 校。
dlga_id:dplmc_chamberlain_manage_fiefs_build_confirm_ask.4|组 建 一 支 村 庄 守 望 队。
dlga_id:dplmc_chamberlain_manage_fiefs_build_confirm_ask.5|开 凿 一 座 矿 井。
dlga_id:dplmc_chamberlain_manage_fiefs_build_confirm_ask.6|修 缮 通 往 此 地 的 道 路 与 小 径。
dlga_id:dplmc_chamberlain_manage_fiefs_build_confirm_ask.7|修 建 一 座 圣 祠。
dlga_id:dplmc_chamberlain_manage_fiefs_build_confirm_ask.8|修 建 一 座 信 使 驿 站。
dlga_id:dplmc_chamberlain_manage_fiefs_build_confirm_ask.9|修 建 一 座 监 狱 塔 楼。
dlga_id:dplmc_chamberlain_manage_fiefs_build_confirm_ask.10|修 建 一 所 战 争 学 院。
dlga_id:dplmc_chamberlain_manage_fiefs_build_confirm_ask.11|修 建 一 座 神 殿。
dlga_id:dplmc_chamberlain_manage_fiefs_build_confirm_ask.12|开 设 一 处 集 市。
dlga_id:dplmc_chamberlain_manage_fiefs_build_confirm_ask.13|修 建 一 座 医 师 公 会。
dlga_id:dplmc_chamberlain_manage_fiefs_build_confirm_ask.14|修 建 一 座 血 碗 竞 技 场。
dlga_id:dplmc_chamberlain_manage_fiefs_build_confirm_ask.15|修 建 一 座 兵 营（目 前 无 法 生 效）。
dlga_id:dplmc_chamberlain_pretalk_12|什 么 也 不 建。
dlga_id:dplmc_chamberlain_manage_fiefs_confirm|您 确 定 要 在 {s2} 花 费 {reg5}枚 金 币 修 建 {s4} 吗？工 程 需 要 {reg6}天。国 库 目 前 有 {reg7}枚 金 币。
dlga_id:dplmc_chamberlain_pretalk_13|是。
dlga_id:dplmc_chamberlain_pretalk.1_2|不，我 拿 不 出 这 笔 钱。
dlga_id:dplmc_chamberlain_pools_ask|我 想 管 理 {reg0?国 库 和 军 械 库 :国 库 }。
dlga_id:dplmc_chamberlain_pools|您 想 如 何 处 置？
dlga_id:dplmc_chamberlain_pretalk_14|我 想 查 看 备 用 仓 库 中 的 物 品。
dlga_id:dplmc_chamberlain_item_pool|让 同 伴 取 走 物 品 池 中 的 物 品。
dlga_id:dplmc_chamberlain_item_pool_confirm|您 确 定 要 这 样 做 吗？
dlga_id:dplmc_chamberlain_pretalk_15|是。
dlga_id:dplmc_chamberlain_pretalk.1_3|不，我 改 变 主 意 了。
dlga_id:dplmc_chamberlain_pretalk.1_4|我 想 管 理 府 库。
dlga_id:dplmc_chamberlain_pretalk.2|算 了。
dlga_id:dplmc_chamberlain_dismiss_confirm_ask|我 不 再 需 要 你 的 效 劳 了。
dlga_id:dplmc_chamberlain_dismiss_inventory|您 曾 把 一 些 物 品 交 由 我 保 管。若 您 意 已 决，请 先 查 看 一 遍，取 走 想 要 留 下 的 东 西。
dlga_id:dplmc_chamberlain_dismiss_confirm_ask_2|让 我 看 看……
dlga_id:dplmc_chamberlain_pretalk_16|我 还 有 更 重 要 的 事 要 做。你 继 续 留 任 吧。
dlga_id:dplmc_chamberlain_dismiss_confirm|您 确 定 要 亲 自 处 理 所 有 财 务 事 务 吗？
dlga_id:dplmc_chamberlain_dismiss_confirm_yes|是 的，我 意 已 决。{reg33?:}
dlga_id:dplmc_chamberlain_pretalk_17|不，我 还 没 有 决 定。
dlga_id:close_window_125|如 您 所 愿。我 们 来 核 对 文 书，交 接 您 的 产 业。
dlga_id:close_window_126|没 什 么，我 只 是 想 查 看 一 下 文 书。
dlga_id:close_window.21|告 辞 了，{playername}。愿 您 能 料 理 好 王 国 的 财 政—— 还 有，宴 席 上 的 黄 油 还 是 少 买 些 吧。
dlga_id:dplmc_spouse_staff_talk_ask|我 想 任 命 一 名 新 的 宫 廷 属 员。
dlga_id:dplmc_talk_staff|您 想 任 命 哪 一 类 属 员？
dlga_id:dplmc_talk_appoint_constable|我 想 任 命 一 名 军 务 官。
dlga_id:dplmc_talk_appoint_constable_confirm|我 想 您 会 愿 意 重 新 任 用 前 任 军 务 官。他 的 薪 俸 仍 是 每 周 {reg10}枚 金 币，任 命 还 需 花 费 {reg11}枚 金 币。
dlga_id:dplmc_talk_appoint_constable_confirm.1|我 听 闻 本 地 有 一 位 颇 受 称 道 的 贵 族，相 信 他 很 适 合 此 职。不 过 他 索 要 每 周 {reg10}枚 金 币 的 薪 俸，任 命 还 需 花 费 {reg11}枚 金 币。
dlga_id:dplmc_talk_appoint_constable_confirm.2|明 智 之 举。我 可 以 推 荐 一 位 才 干 出 众、又 与 我 家 族 交 好 的 贵 族。不 过 他 索 要 每 周 {reg10}枚 金 币 的 薪 俸，任 命 还 需 花 费 {reg11}枚 金 币。
dlga_id:dplmc_talk_appoint_confirm_yes|就 这 么 办。
dlga_id:spouse_pretalk_2|以 后 再 说 吧。
dlga_id:minister_pretalk_7|以 后 再 说 吧。
dlga_id:spouse_pretalk_3|很 好，我 会 给 他 写 信。他 很 快 便 会 抵 达 我 们 的 宫 廷。
dlga_id:minister_pretalk_8|我 会 给 他 写 信。他 很 快 便 会 抵 达 宫 廷。
dlga_id:dplmc_talk_appoint_chamberlain|我 想 任 命 一 位 掌 玺 大 臣 处 理 财 务。
dlga_id:dplmc_talk_appoint_chamberlain_confirm|我 想 您 会 愿 意 重 新 任 用 前 任 掌 玺 大 臣。他 的 薪 俸 仍 是 每 周 {reg10}枚 金 币，任 命 还 需 花 费 {reg11}枚 金 币。
dlga_id:dplmc_talk_appoint_chamberlain_confirm.1|我 听 闻 本 地 有 一 位 颇 受 称 道 的 贵 族，相 信 他 很 适 合 此 职。不 过 他 索 要 每 周 {reg10}枚 金 币 的 薪 俸，任 命 还 需 花 费 {reg11}枚 金 币。
dlga_id:dplmc_talk_appoint_chamberlain_confirm.2|明 智 之 举。我 可 以 推 荐 一 位 才 干 出 众、又 与 我 家 族 交 好 的 贵 族。不 过 他 索 要 每 周 {reg10}枚 金 币 的 薪 俸，任 命 还 需 花 费 {reg11}枚 金 币。
dlga_id:dplmc_talk_appoint_confirm_yes_2|就 这 么 办。
dlga_id:spouse_pretalk_4|以 后 再 说 吧。
dlga_id:minister_pretalk_9|以 后 再 说 吧。
dlga_id:dplmc_talk_appoint_chancellor|我 想 任 命 一 位 宰 相。
dlga_id:dplmc_talk_appoint_chancellor_confirm|我 想 您 会 愿 意 重 新 任 用 前 任 宰 相。他 的 薪 俸 仍 是 每 周 {reg11}枚 金 币，任 命 还 需 花 费 {reg10}枚 金 币。
dlga_id:dplmc_talk_appoint_chancellor_confirm.1|我 听 闻 本 地 有 一 位 颇 受 称 道 的 贵 族，相 信 他 很 适 合 此 职。不 过 他 索 要 每 周 {reg10}枚 金 币 的 薪 俸，任 命 还 需 花 费 {reg11}枚 金 币。
dlga_id:dplmc_talk_appoint_chancellor_confirm.2|明 智 之 举。我 可 以 推 荐 一 位 才 干 出 众、又 与 我 家 族 交 好 的 贵 族。不 过 他 索 要 每 周 {reg10}枚 金 币 的 薪 俸，任 命 还 需 花 费 {reg11}枚 金 币。
dlga_id:dplmc_talk_appoint_confirm_yes_3|就 这 么 办。
dlga_id:spouse_pretalk_5|以 后 再 说 吧。
dlga_id:minister_pretalk_10|以 后 再 说 吧。
dlga_id:minister_pretalk_11|谁 也 不 任 命。
dlga_id:spouse_pretalk_6|谁 也 不 任 命。
dlga_id:dplmc_spouse_talk_buy_food_amount_ask|请 替 我 买 些 面 包。
dlga_id:dplmc_spouse_talk_buy_food_amount|你 想 买 多 少 面 包？
dlga_id:spouse_pretalk_7|什 么 也 不 买。
dlga_id:dplmc_spouse_talk_buy_food_confirm|当 然。我 会 去 {s6} 找 商 人 购 买 面 包，共 需 花 费 {reg0}枚 金 币。
dlga_id:spouse_pretalk_8|眼 下 没 有 商 人 能 拿 出 足 够 的 面 包，我 们 只 能 再 等 一 阵。
dlga_id:close_window_127|好，我 们 负 担 得 起。请 去 办 吧，多 谢。
dlga_id:close_window.1_20|还 是 以 后 再 说 吧。
dlga_id:dplmc_minister_staff_talk_ask|我 想 任 命 一 名 新 的 宫 廷 属 员。
dlga_id:dplmc_talk_staff_2|您 想 任 命 哪 一 类 属 员？
dlga_id:dplmc_lord_give_back_fief|{s66}，我 想 交 还 一 处 您 册 封 给 我 的 封 地。
dlga_id:dplmc_lord_give_back_fief_select|哦，你 无 力 治 理 它 了 吗？那 么，你 想 交 还 哪 处 封 地？
dlga_id:lord_pretalk_2|算 了。
dlga_id:dplmc_lord_give_back_fief_confirm|这 么 说，你 认 为 自 己 无 法 履 行 誓 约、继 续 治 理 {s11}？
dlga_id:lord_pretalk_3|是 的，我 要 交 还 {s11}。
dlga_id:lord_pretalk.1|不，我 会 恪 守 自 己 的 誓 言。
dlga_id:dplmc_lord_declare_peace|{s66}，您 应 当 设 法 结 束 这 场 战 争。
dlga_id:close_window_128|你 以 为 自 己 是 谁，也 敢 对 我 的 战 略 指 手 画 脚？我 不 想 再 听 你 多 说 一 个 字！
dlga_id:close_window.1_21|你 以 为 我 是 白 痴 吗？{playername} 我 的 间 谍 给 我 带 来 了 你 在 这 次 竞 选 中 犯 错 的 故 事，不 相 信 你 的 温 柔 的 话 会 补 偿 你 的 严 重 错 误。{reg10?} 我 知 道 你 和 我 们 的 敌 人 在 一 起 {s10}……。
dlga_id:dplmc_lord_declare_pax_why|你 认 为 我 们 应 该 停 止 与 {s1} 交 战？
dlga_id:dplmc_lord_declare_peace_kingdoms_select|我 姑 且 听 听 你 的 请 求。你 认 为 我 们 应 当 同 哪 个 敌 国 议 和？
dlga_id:lord_pretalk_4|算 了。
dlga_id:dplmc_lord_declare_peace_2|{s11} 的 {s10}
dlga_id:dplmc_lord_declare_peace_anything_else|他 们 的 领 土 远 多 于 我 们，而 我 们 并 未 取 得 足 够 进 展。
dlga_id:dplmc_lord_declare_peace_anything_else.1|我 们 已 经 夺 回 了 这 场 战 争 的 目 标。
dlga_id:dplmc_lord_declare_peace_anything_else.2|流 血 已 经 持 续 得 够 久 了，百 姓 正 在 受 苦。
dlga_id:dplmc_lord_declare_peace_anything_else.3|我 们 同 时 陷 在 太 多 条 战 线 上。
dlga_id:dplmc_lord_declare_pax_decision|我 已 经 陈 明 促 成 我 国 与 {s11} 和 平 的 全 部 理 由。我 确 实 相 信，议 和 势 在 必 行。
dlga_id:lord_pretalk_5|我 会 带 着 更 多 理 由 再 来。
dlga_id:dplmc_lord_declare_pax_why_2|有 意 思。你 还 有 别 的 理 由 吗？
dlga_id:close_window_129|你 的 话 说 服 了 我。我 会 派 出 传 令 官，我 们 将 停 止 与 {s11} 交 战。
dlga_id:close_window.1_22|不，你 远 未 说 服 我。我 们 必 须 继 续 与 {s11} 作 战。
dlga_id:dplmc_lord_declare_war|{s66}，您 应 当 向 另 一 个 王 国 宣 战。
dlga_id:close_window_130|你 好 大 的 胆 子！你 以 为 自 己 是 谁？滚 出 我 的 视 线！
dlga_id:dplmc_lord_declare_war_kingdoms_select|向 谁 宣 战？
dlga_id:dplmc_lord_declare_war_ask_why|{s11}
dlga_id:lord_pretalk_6|算 了。
dlga_id:dplmc_lord_declare_war_why|我 为 何 要 向 {s11} 宣 战？
dlga_id:dplmc_lord_declare_war_anything_else|他 们 较 为 虚 弱，我 们 可 以 轻 易 击 败 他 们。
