qstr_1164|Dummy first line
qstr_{s1}_has_cast_final_t|{s1}施 放 了 终 极 炼 金 术。所 有 未 能 抵 抗 的 {s2}部 队 都 将 死 亡。
qstr_Your_attempt_to_cast_Pe|你 尝 试 施 放 和 平 失 败。
qstr_{s1}s_attempt_to_cast_Pe|{s1}尝 试 施 放 和 平 失 败。
qstr_{s1}_has_cast_Peace.|{s1}施 放 了 和 平。所 有{s2}部 队 士 气 提 升 且 溃 散 部 队 集 结。
qstr_Your_attempt_to_cast_C|你 尝 试 施 放 纪 伦 斗 篷 失 败。
qstr_{s1}s_attempt_to_cast_C|{s1}尝 试 施 放 纪 伦 斗 篷 失 败。
qstr_{s1}_has_cast_Cloak_|{s1}施 放 了 纪 伦 斗 篷。该 斗 篷 会 在 魔 法 阶 段 吸 收 {reg3}次 攻 击。
qstr_Your_attempt_to_cast_th|你 尝 试 施 放 翡 翠 之 门 失 败。
qstr_{s1}s_attempt_to_cast_th|{s1}尝 试 施 放 翡 翠 之 门 失 败。
qstr_{s1}_has_cast_the_Em|{s1}施 放 了 翡 翠 之 门。他 们 传 送 到 战 场 的 另 一 个 地 方
qstr_Your_attempt_to_cast_ea|你 尝 试 施 放 大 地 之 血 失 败。
qstr_{s1}s_attempt_to_cast_ea|{s1}尝 试 施 放 大 地 之 血 失 败。
qstr_{s1}_has_cast_earth_|{s1}施 放 了 大 地 之 血。附 近{s3}部 队 恢 复 健 康
qstr_Your_attempt_to_cast_Cu|你 尝 试 施 放 治 愈 重 伤 失 败。
qstr_{s1}s_attempt_to_cast_Cu|{s1}尝 试 施 放 治 愈 重 伤 失 败。
qstr_{s1}_has_cast_Cure_W|{s1}施 放 了 治 愈 重 伤。附 近{s3}部 队 恢 复 健 康
qstr_Your_attempt_to_cast_fl|你 尝 试 施 放 石 化 之 躯 失 败。
qstr_{s1}s_attempt_to_cast_fl|{s1}尝 试 施 放 石 化 之 躯 失 败。
qstr_{s1}_has_cast_flesh_|{s1}施 放 了 石 化 之 躯。附 近{s3}部 队 伤 害 抗 性 增 加
qstr_Your_attempt_to_cast_a|你 尝 试 施 放 森 林 复 苏 失 败。
qstr_{s1}s_attempt_to_cast_a|{s1}尝 试 施 放 森 林 复 苏 失 败。
qstr_{s1}_has_cast_awakeni|{s1}施 放 了 森 林 复 苏。{s2}部 队 在 范 围 内 的 受 到 伤 害。
qstr_Your_attempt_to_cast_s|你 尝 试 施 放 荆 棘 护 盾 失 败。
qstr_{s1}s_attempt_to_cast_s|{s1}尝 试 施 放 荆 棘 护 盾 失 败。
qstr_{s1}_has_cast_shield_|{s1}施 放 了 荆 棘 护 盾。附 近{s3}部 队 被 攻 击 时 返 还 伤 害
qstr_Your_attempt_to_cast_r|你 尝 试 施 放 再 生 术 失 败。
qstr_{s1}s_attempt_to_cast_r|{s1}尝 试 施 放 再 生 术 失 败。
qstr_{s1}_has_cast_regrow|{s1}施 放 了 再 生 术。附 近{s3}部 队 恢 复 健 康 且 昏 迷 部 队 恢 复
qstr_Your_attempt_to_cast_the|你 尝 试 施 放 地 灵 觉 醒 失 败。
qstr_{s1}s_attempt_to_cast_the|{s1}尝 试 施 放 地 灵 觉 醒 失 败。
qstr_{s1}_has_cast_the_dw|{s1}施 放 了 地 灵 觉 醒。所 有 未 能 抵 抗 的 敌 军 部 队 都 将 死 亡。
qstr_{s1}_has_cast_the_dwe|{s1}施 放 了 地 灵 觉 醒。所 有 未 能 抵 抗 的 {s2}部 队 都 将 死 亡。
qstr_Your_attempt_to_cast_i|你 尝 试 施 放 冰 片 暴 风 雪 失 败。
qstr_{s1}s_attempt_to_cast_i|{s1}尝 试 施 放 冰 片 暴 风 雪 失 败。
qstr_{s1}_has_cast_iceshar|{s1}施 放 了 冰 片 暴 风 雪。受 影 响 的{s2}部 队 移 速 减 弱
qstr_Your_attempt_to_cast_Sw|你 尝 试 施 放 快 速 飞 行 失 败。
qstr_{s1}s_attempt_to_cast_Sw|{s1}尝 试 施 放 快 速 飞 行 失 败。
qstr_{s1}_has_cast_Swiftw|{s1}施 放 了 快 速 飞 行。他 们 传 送 到 战 场 的 另 一 个 地 方
qstr_Your_attempt_to_cast_h|你 尝 试 施 放 和 音 汇 集 失 败。
qstr_{s1}s_attempt_to_cast_h|{s1}尝 试 施 放 和 音 汇 集 失 败。
qstr_{s1}_has_cast_harmon|{s1}施 放 了 和 音 汇 集。附 近 的 {s3}部 队 命 中 时 必 定 造 成 伤 害；进 行 随 机 能 力 判 定（战 斗 能 力、守 护 豁 免 等）时，成 功 率 也 会 提 高。
qstr_Your_attempt_to_cast_c|你 尝 试 施 放 夜 风 诅 咒 失 败。
qstr_{s1}s_attempt_to_cast_c|{s1}尝 试 施 放 夜 风 诅 咒 失 败。
qstr_{s1}_has_cast_curse_of_th|{s1}施 放 了 夜 风 诅 咒。附 近{s3}部 队 特 殊 能 力 减 弱
qstr_Your_attempt_to_cast_the_|你 尝 试 施 放 天 青 之 盾 失 败。
qstr_{s1}s_attempt_to_cast_the_|{s1}尝 试 施 放 天 青 之 盾 失 败。
qstr_{s1}_has_summoned_a_|{s1} 召 唤 了 一 面 天 青 之 盾
qstr_Your_attempt_to_cast_l|你 尝 试 施 放 闪 电 风 暴 失 败。
qstr_{s1}s_attempt_to_cast_l|{s1}尝 试 施 放 闪 电 风 暴 失 败。
qstr_{s1}_has_cast_lightni|{s1}施 放 了 闪 电 风 暴。受 影 响 的{s2}部 队 受 到 伤 害
qstr_Your_attempt_to_cast_co|你 尝 试 施 放 卡 莎 朵 拉 彗 星 失 败。
qstr_{s1}s_attempt_to_cast_co|{s1}尝 试 施 放 卡 莎 朵 拉 彗 星 失 败。
qstr_Your_attempt_to_cast_Co|你 尝 试 施 放 卡 莎 朵 拉 彗 星 失 败。
qstr_{s1}s_attempt_to_cast_Co|{s1}尝 试 施 放 卡 莎 朵 拉 彗 星 失 败。
qstr_{s1}_has_cast_comet_o|{s1}施 放 了 卡 莎 朵 拉 彗 星。受 影 响 的{s2}部 队 受 到 伤 害
qstr_Your_attempt_to_cast_U|你 尝 试 施 放 尤 瑞 诺 闪 电 箭 失 败。
qstr_{s1}s_attempt_to_cast_U|{s1}尝 试 施 放 尤 瑞 诺 闪 电 箭 失 败。
qstr_{s1}_has_cast_Uranno|{s1}施 放 了 尤 瑞 诺 闪 电 箭。受 影 响 的{s2}部 队 受 到 伤 害
qstr_Your_attempt_to_cast_M|你 尝 试 施 放 梅 尔 克 斯 的 迷 魂 毒 瘴 失 败。
qstr_{s1}_has_cast_Melkoth|{s1}施 放 了 梅 尔 克 斯 的 迷 魂 毒 瘴。附 近 的{s2}部 队 多 个 属 性 下 降
qstr_Your_attempt_to_cast_the_e|你 尝 试 施 放 虚 弱 术 失 败。
qstr_{s1}s_attempt_to_cast_the_e|{s1}尝 试 施 放 虚 弱 术 失 败。
qstr_{s1}_has_cast_the_en|{s1}施 放 了 虚 弱 术。附 近{s3}部 队 伤 害 减 弱
qstr_Your_attempt_to_cast_the_w|你 尝 试 施 放 凋 零 术 失 败。
qstr_{s1}s_attempt_to_cast_the_w|{s1}尝 试 施 放 凋 零 术 失 败。
qstr_{s1}_has_cast_the_wi|{s1}施 放 了 凋 零 术。附 近{s3}部 队 被 虚 弱 了。
qstr_Your_attempt_to_cast_sh|你 尝 试 施 放 暗 影 箭 失 败。
qstr_{s1}s_attempt_to_cast_sh|{s1}尝 试 施 放 暗 影 箭 失 败。
qstr_ally|友 军 
qstr_{s1}_has_cast_shadow|{s1}施 放 了 暗 影 箭。受 影 响 的{s3}部 队 受 到 严 重 伤 害
qstr_Your_attempt_to_cast_Tr|你 尝 试 施 放 塔 恩 的 叛 徒 失 败。
qstr_{s1}s_attempt_to_cast_Tr|{s1}尝 试 施 放 塔 恩 的 叛 徒 失 败。
qstr_{s1}_has_cast_Traito|{s1}施 放 了 塔 恩 的 叛 徒。{s3}成 为 他 们 的 盟 友
qstr_Your_attempt_to_cast_St|你 尝 试 施 放 阴 影 骏 马 失 败。
qstr_{s1}s_attempt_to_cast_St|{s1}尝 试 施 放 阴 影 骏 马 失 败。
qstr_Your_attempt_to_cast_Ra|你 尝 试 施 放 普 特 罗 斯 之 辉 失 败。
qstr_{s1}s_attempt_to_cast_Ra|{s1}尝 试 施 放 普 特 罗 斯 之 辉 失 败。
qstr_{s1}_has_cast_Radianc|{s1} 施 放 了 普 特 罗 斯 之 辉，获 得 远 程 伤 害 防 护。
qstr_Your_attempt_to_cast_pi|你 尝 试 施 放 幽 暗 深 渊 失 败。
qstr_{s1}s_attempt_to_cast_pi|{s1}尝 试 施 放 幽 暗 深 渊 失 败。
qstr_{s1}_has_cast_pit_of_|{s1} 施 放 了 幽 暗 深 渊。受 影 响 的 {s2} 部 队 若 敏 捷 检 定 失 败 则 死 亡。
qstr_Your_attempt_to_cast_O|你 尝 试 施 放 奥 卡 姆 的 心 灵 剃 刀 失 败。
qstr_{s1}s_attempt_to_cast_O|{s1}尝 试 施 放 奥 卡 姆 的 心 灵 剃 刀 失 败。
qstr_{s1}_has_cast_Okkams|{s1}施 放 了 奥 卡 姆 的 心 灵 剃 刀。附 近{s3}部 队 基 于 施 法 者 的 领 导 技 能 获 得 伤 害 提 升。
qstr_Your_attempt_to_cast_Spe|你 尝 试 施 放 莱 科 斯 的 速 度 失 败。
qstr_{s1}s_attempt_to_cast_Sp|{s1}尝 试 施 放 莱 科 斯 的 速 度 失 败。
qstr_{s1}_has_cast_Speed_o|{s1}施 放 了 莱 科 斯 的 速 度。他 们 传 送 到 战 场 的 另 一 个 地 方
qstr_Your_attempt_to_cast_sp|你 尝 试 施 放 灵 魂 汲 取 失 败。
qstr_{s1}s_attempt_to_cast_sp|{s1}尝 试 施 放 灵 魂 汲 取 失 败。
qstr_{s1}_has_cast_spirit|{s1} 施 放 了 灵 魂 汲 取。受 影 响 的 {s3}部 队 若 未 通 过 统 御 检 定，将 受 到 轻 度 至 重 度 伤 害。
qstr_Your_attempt_to_cast_as|你 尝 试 施 放 恐 惧 骑 士 化 身 失 败。
qstr_{s1}s_attempt_to_cast_as|{s1}尝 试 施 放 恐 惧 骑 士 化 身 失 败。
qstr_{s1}_has_cast_aspect|{s1}施 放 了 恐 惧 骑 士 化 身。附 近 的{s3}部 队 获 得 勇 气，引 发 恐 惧 并 变 得 不 可 击 溃。溃 退 部 队 可 能 重 整。附 近 的{s4}部 队 失 去 勇 气。
qstr_Your_attempt_to_cast_ca|你 尝 试 施 放 拉 尼 菲 的 爱 抚 失 败。
qstr_{s1}s_attempt_to_cast_ca|{s1}尝 试 施 放 拉 尼 菲 的 爱 抚 失 败。
qstr_{s1}_has_cast_caress|{s1} 施 放 了 拉 尼 菲 的 爱 抚。受 影 响 的 {s3} 部 队 若 强 击 检 定 失 败，则 承 受 多 次 伤 害。
qstr_Your_attempt_to_cast_so|你 尝 试 施 放 灵 魂 枯 萎 失 败。
qstr_{s1}s_attempt_to_cast_so|{s1}尝 试 施 放 灵 魂 枯 萎 失 败。
qstr_{s1}_has_cast_soulbl|{s1}施 放 了 灵 魂 枯 萎。附 近{s3}部 队 被 虚 弱 了。
qstr_Your_attempt_to_cast_De|你 尝 试 施 放 死 亡 之 门 失 败。
qstr_{s1}s_attempt_to_cast_De|{s1}尝 试 施 放 死 亡 之 门 失 败。
qstr_{s1}_has_cast_Death_|{s1} 施 放 了 死 亡 之 门。施 法 者 将 免 受 会 使 其 生 命 降 至 0的 攻 击。
qstr_Your_attempt_to_cast_fa|你 尝 试 施 放 贝 加 纳 的 命 运 失 败。
qstr_{s1}s_attempt_to_cast_fa|{s1}尝 试 施 放 贝 加 纳 的 命 运 失 败。
qstr_{s1}_has_cast_the_fa|{s1}施 放 了 贝 加 纳 的 命 运。受 影 响 的 {s3}部 队 若 铁 骨 检 定 失 败，将 受 到 多 次 伤 害。
qstr_Your_attempt_to_cast_pu|你 尝 试 施 放 泽 雷 尔 斯 的 紫 晶 邪 阳 失 败。
qstr_{s1}s_attempt_to_cast_pu|{s1}尝 试 施 放 泽 雷 尔 斯 的 紫 晶 邪 阳 失 败。
qstr_{s1}_has_cast_purple_|{s1} 施 放 了 泽 雷 尔 斯 的 紫 晶 邪 阳。受 影 响 的 {s2} 部 队 若 跑 动 检 定 失 败 则 死 亡，且 不 能 进 行 守 护 豁 免。
qstr_Your_attempt_to_cast_cas|你 尝 试 施 放 流 火 披 风 失 败。
qstr_{s1}s_attempt_to_cast_cas|{s1}尝 试 施 放 流 火 披 风 失 败。
qstr_{s1}_has_cast_cascadi|{s1} 施 放 了 流 火 披 风。受 保 护 的 {s2} 部 队 遭 到 近 战 攻 击 时，斗 篷 会 自 动 命 中 攻 击 者。
qstr_Your_attempt_to_cast_F|你 尝 试 施 放 火 焰 牢 笼 失 败。
qstr_{s1}s_attempt_to_cast_F|{s1}尝 试 施 放 火 焰 牢 笼 失 败。
qstr_{s1}_has_cast_Fulmin|{s1} 施 放 了 火 焰 牢 笼。受 影 响 的 {s2} 部 队 移 动 速 度 和 远 程 精 度 降 低。
qstr_{s1}_has_cast_Fulmina|{s1}施 放 了 火 焰 牢 笼。受 影 响 的 敌 军 部 队 若 强 击 检 定 失 败，移 动 速 度 和 远 程 精 度 将 降 低。
qstr_Your_attempt_to_cast_fla|你 尝 试 施 放 鲁 因 火 焰 剑 失 败。
qstr_{s1}s_attempt_to_cast_fla|{s1}尝 试 施 放 鲁 因 火 焰 剑 失 败。
qstr_{s1}_has_cast_flaming|{s1}施 放 了 鲁 因 火 焰 剑。附 近{s2}部 队 近 战 伤 害 增 加
qstr_Your_attempt_to_cast_the_b|你 尝 试 施 放 烈 焰 之 颅 失 败。
qstr_{s1}s_attempt_to_cast_the_b|{s1}尝 试 施 放 烈 焰 之 颅 失 败。
qstr_{s1}_has_cast_the_bu|{s1}施 放 了 烈 焰 之 颅。受 影 响 的{s2}部 队 受 到 伤 害
qstr_Your_attempt_to_cast_pie|你 尝 试 施 放 燃 烧 穿 透 弩 矢 失 败。
qstr_{s1}s_attempt_to_cast_pie|{s1}尝 试 施 放 燃 烧 穿 透 弩 矢 失 败。
qstr_{s1}_has_cast_pierci|{s1}施 放 了 燃 烧 穿 透 弩 矢。附 近{s3}部 队 弹 药 被 点 燃
qstr_Your_attempt_to_cast_flam|你 尝 试 施 放 火 焰 风 暴 失 败。
qstr_{s1}s_attempt_to_cast_flam|{s1}尝 试 施 放 火 焰 风 暴 失 败。
qstr_{s1}_has_cast_flame_|{s1}施 放 了 火 焰 风 暴。受 影 响 的{s2}部 队 受 到 火 焰 伤 害
qstr_Your_attempt_to_cast_Con|你 尝 试 施 放 末 日 之 火 失 败。
qstr_{s1}s_attempt_to_cast_Con|{s1}尝 试 施 放 末 日 之 火 失 败。
qstr_{s1}s_attempt_to_cast_Conf|{s1}尝 试 施 放 末 日 之 火 失 败。
qstr_{s1}_has_cast_Conflag|{s1}施 放 了 末 日 之 火。受 影 响 的{s2}部 队 受 到 火 焰 伤 害
qstr_Your_attempt_to_cast_Su|你 尝 试 施 放 召 唤 野 熊 失 败。
qstr_{s1}s_attempt_to_cast_Su|{s1}尝 试 施 放 召 唤 野 熊 失 败。
qstr_Your_attempt_to_cast_Sum|你 尝 试 施 放 召 唤 野 熊 失 败。
qstr_{s1}s_attempt_to_cast_Sum|{s1}尝 试 施 放 召 唤 野 熊 失 败。
qstr_allies|友 军 
qstr_enemies|敌 军 
qstr_{s1}_has_cast_Summon|{s1}施 放 了 召 唤 野 熊，为 你 的{s3}召 来 一 只 野 熊。
qstr_Your_attempt_to_cast_W|你 尝 试 施 放 维 杉 的 狂 野 形 态 失 败。
qstr_{s1}s_attempt_to_cast_W|{s1}尝 试 施 放 维 杉 的 狂 野 形 态 失 败。
qstr_{s1}_has_cast_Wyssans|{s1}施 放 了 维 杉 的 狂 野 形 态。受 影 响 的{s2}部 队 获 得 伤 害 提 高 和 伤 害 抗 性
qstr_Your_attempt_to_cast_flo|你 尝 试 施 放 厄 运 之 群 失 败。
qstr_{s1}s_attempt_to_cast_flo|{s1}尝 试 施 放 厄 运 之 群 失 败。
qstr_{s1}_has_cast_flock_|{s1}施 放 了 厄 运 之 群。附 近{s3}部 队 失 去 士 气 并 受 到 轻 微 伤 害
qstr_Your_attempt_to_cast_Pa|你 尝 试 施 放 潘 恩 的 坚 韧 毛 皮 失 败。
qstr_{s1}s_attempt_to_cast_Pa|{s1}尝 试 施 放 潘 恩 的 坚 韧 毛 皮 失 败。
qstr_{s1}_has_cast_Panns_i|{s1}施 放 了 潘 恩 的 坚 韧 毛 皮。受 影 响 的{s2}部 队 获 得 速 度 提 升 和 守 护 豁 免。
qstr_Your_attempt_to_cast_cu|你 尝 试 施 放 安 拉 海 尔 的 诅 咒 失 败。
qstr_{s1}s_attempt_to_cast_cu|{s1}尝 试 施 放 安 拉 海 尔 的 诅 咒 失 败。
qstr_Your_attempt_to_cast_sa|你 尝 试 施 放 赫 罗 斯 狂 兽 失 败。
qstr_{s1}s_attempt_to_cast_sa|{s1}尝 试 施 放 赫 罗 斯 狂 兽 失 败。
qstr_{s1}_has_cast_savage_|{s1}施 放 了 赫 罗 斯 狂 兽。受 影 响 的{s2}部 队 获 得 伤 害 和 速 度 提 升
qstr_Your_attempt_to_cast_Tra|你 尝 试 施 放 卡 顿 变 形 术 失 败。
qstr_{s1}s_attempt_to_cast_Tra|{s1}尝 试 施 放 卡 顿 变 形 术 失 败。
qstr_Your_attempt_to_cast_Tran|你 尝 试 施 放 卡 顿 变 形 术 失 败。
qstr_{s1}s_attempt_to_cast_Tran|{s1}尝 试 施 放 卡 顿 变 形 术 失 败。
qstr_{s1}_has_cast_Transf|{s1}施 放 了 卡 顿 变 形 术。{playername}变 成 了 远 古 巨 蜥。
qstr_{s1}_has_cast_Transfo|{s1}施 放 了 卡 顿 变 形 术。{playername}变 成 了 卡 顿 野 熊。
qstr_Your_attempt_to_cast_A|你 尝 试 施 放 奥 术 放 逐 失 败。
qstr_{s1}s_attempt_to_cast_A|{s1}尝 试 施 放 奥 术 放 逐 失 败。
qstr_Your_attempt_to_cast_Ar|你 尝 试 施 放 奥 术 放 逐 失 败。
qstr_{s1}_has_cast_arcane|{s1}施 放 了 奥 术 放 逐。所 有 受 影 响 的 敌 人 部 队 受 到 伤 害
qstr_{s1}_has_cast_arcane_|{s1}施 放 了 奥 术 放 逐。所 有 受 影 响 的{s2}部 队 受 到 伤 害
qstr_Your_attempt_to_cast_d|你 尝 试 施 放 汲 魔 术 失 败。
qstr_{s1}s_attempt_to_cast_d|{s1}尝 试 施 放 汲 魔 术 失 败。
qstr_{s1}_has_cast_drain_|{s1}施 放 了 汲 魔 术。所 有 当 前 的 魔 法 效 果 都 将 被 取 消，并 且{s3}魔 法 使 用 者 将 在 下 一 魔 法 阶 段 降 低 法 力 值。
qstr_Your_attempt_to_cast_ap|你 尝 试 施 放 神 化 术 失 败。
qstr_{s1}s_attempt_to_cast_ap|{s1}尝 试 施 放 神 化 术 失 败。
qstr_{s1}_has_cast_apothe|{s1}施 放 了 神 化 术。附 近{s3}部 队 生 命 回 复 并 造 成 恐 惧
qstr_Your_attempt_to_cast_ha|你 尝 试 施 放 荣 耀 之 手 失 败。
qstr_{s1}s_attempt_to_cast_ha|{s1}尝 试 施 放 荣 耀 之 手 失 败。
qstr_{s1}_has_cast_hand_of_|{s1}施 放 了 荣 耀 之 手。附 近{s3}部 队 多 种 属 性 提 高
qstr_Your_attempt_to_cast_w|你 尝 试 施 放 界 间 行 走 失 败。
qstr_{s1}s_attempt_to_cast_w|{s1}尝 试 施 放 界 间 行 走 失 败。
qstr_{s1}_has_cast_walk_be|{s1}施 放 了 界 间 行 走。附 近{s3}部 队 速 度 和 闪 避 率 提 高
qstr_Your_attempt_to_cast_te|你 尝 试 施 放 法 力 风 暴 失 败。
qstr_{s1}s_attempt_to_cast_te|{s1}尝 试 施 放 法 力 风 暴 失 败。
qstr_{s1}_has_cast_Tempes|{s1}施 放 了 法 力 风 暴。敌 人 远 程 精 度 下 降
qstr_{s1}_has_cast_Tempest|{s1}施 放 了 法 力 风 暴。{s3}远 程 精 度 下 降
qstr_Your_attempt_to_cast_the_a|你 尝 试 施 放 秘 法 裂 解 失 败。
qstr_{s1}s_attempt_to_cast_the_a|{s1}尝 试 施 放 秘 法 裂 解 失 败。
qstr_{s1}_has_cast_arcane_u|{s1}施 放 了 秘 法 裂 解。受 影 响 的{s2}部 队 受 到 伤 害。
qstr_Your_attempt_to_cast_fi|你 尝 试 施 放 万 焰 燃 集 失 败。
qstr_{s1}s_attempt_to_cast_fi|{s1}尝 试 施 放 万 焰 燃 集 失 败。
qstr_{s1}_has_cast_fiery_c|{s1}施 放 了 万 焰 燃 集。受 影 响 的{s2}部 队 受 到 伤 害
qstr_Your_attempt_to_cast_wi|你 尝 试 施 放 女 巫 飞 行 术 失 败。
qstr_{s1}s_attempt_to_cast_wi|{s1}尝 试 施 放 女 巫 飞 行 术 失 败。
qstr_{s1}_has_cast_witch_|{s1}施 放 了 女 巫 飞 行 术。他 们 传 送 到 战 场 的 另 一 个 地 方
qstr_Your_attempt_to_cast_the_d|你 尝 试 施 放 死 亡 痉 挛 失 败。
qstr_{s1}s_attempt_to_cast_the_d|{s1}尝 试 施 放 死 亡 痉 挛 失 败。
qstr_{s1}_has_cast_death_s|{s1}施 放 了 死 亡 痉 挛。受 影 响 的 {s2}部 队 若 铁 骨 检 定 失 败，将 死 亡。
qstr_Your_attempt_to_cast_po|你 尝 试 施 放 黑 暗 之 力 失 败。
qstr_{s1}s_attempt_to_cast_po|{s1}尝 试 施 放 黑 暗 之 力 失 败。
qstr_{s1}_has_cast_power_o|{s1} 施 放 了 黑 暗 之 力。附 近 的 {s3} 部 队 近 战 伤 害 提 高，下 一 次 魔 法 之 风 判 定 时 有 33%几 率 获 得 额 外 法 力。
qstr_Your_attempt_to_cast_ch|你 尝 试 施 放 彻 骨 寒 风 失 败。
qstr_{s1}s_attempt_to_cast_ch|{s1}尝 试 施 放 彻 骨 寒 风 失 败。
qstr_{s1}_has_cast_chillw|{s1}施 放 了 彻 骨 寒 风。{s3}远 程 精 度 减 弱
qstr_Your_attempt_to_cast_wo|你 尝 试 施 放 痛 苦 之 言 失 败。
qstr_{s1}s_attempt_to_cast_wo|{s1}尝 试 施 放 痛 苦 之 言 失 败。
qstr_{s1}_has_cast_word_of|{s1}施 放 了 痛 苦 之 言。受 影 响 的 敌 人{s3}部 队 近 战 伤 害、远 程 精 度 和 武 器 挥 舞 速 度 减 弱。
qstr_Your_attempt_to_cast_bl|你 尝 试 施 放 利 刃 狂 风 失 败。
qstr_{s1}s_attempt_to_cast_bl|{s1}尝 试 施 放 利 刃 狂 风 失 败。
qstr_{s1}_has_cast_bladewi|{s1} 施 放 了 利 刃 狂 风。受 影 响 的 {s2}部 队 若 未 通 过 敏 捷 检 定，将 受 到 重 伤；若 通 过，所 受 伤 害 会 降 低。
qstr_Dhar_magic_damage_bo|达 尔 魔 法 伤 害 提 升 
qstr_Your_attempt_to_cast_shr|你 尝 试 施 放 绝 望 帷 幕 失 败。
qstr_{s1}s_attempt_to_cast_shr|{s1}尝 试 施 放 绝 望 帷 幕 失 败。
qstr_{s1}_has_cast_shroud|{s1}施 放 了 绝 望 帷 幕。附 近{s3}部 队 失 去 士 气
qstr_Your_attempt_to_cast_sou|你 尝 试 施 放 窃 魂 术 失 败。
qstr_{s1}s_attempt_to_cast_sou|{s1}尝 试 施 放 窃 魂 术 失 败。
qstr_{s1}_has_cast_soulste|{s1} 施 放 了 窃 魂 术。受 影 响 的 {s2} 部 队 受 到 伤 害；每 造 成 一 次 击 杀，施 法 者 都 会 恢 复 生 命。
qstr_Your_attempt_to_cast_Arn|你 尝 试 施 放 阿 恩 齐 帕 尔 的 黑 色 恐 怖 失 败。
qstr_{s1}s_attempt_to_cast_Ar|{s1}尝 试 施 放 阿 恩 齐 帕 尔 的 黑 色 恐 怖 失 败。
qstr_{s1}_has_cast_Arnzipa|{s1} 施 放 了 阿 恩 齐 帕 尔 的 黑 色 恐 怖。受 影 响 的 {s2} 部 队 若 力 量 检 定 失 败 则 死 亡。
qstr_Your_attempt_to_cast_the_V|你 尝 试 施 放 范 赫 死 亡 之 舞 失 败。
qstr_{s1}s_attempt_to_cast_the_V|{s1}尝 试 施 放 范 赫 死 亡 之 舞 失 败。
qstr_Your_attempt_to_cast_V|你 尝 试 施 放 范 赫 死 亡 之 舞 失 败。
qstr_{s1}s_attempt_to_cast_V|{s1}尝 试 施 放 范 赫 死 亡 之 舞 失 败。
qstr_{s1}_has_cast_Vansel|{s1}施 放 了 范 赫 死 亡 之 舞。附 近{s3}亡 灵 速 度 提 升
qstr_Your_attempt_to_cast_Bl|你 尝 试 施 放 枯 萎 病 失 败。
qstr_{s1}s_attempt_to_cast_Bl|{s1}尝 试 施 放 枯 萎 病 失 败。
qstr_{s1}_has_cast_Blight|{s1}施 放 了 枯 萎 病。附 近 的{s3}坐 骑 受 到 伤 害。任 何 幸 存 下 来 的 都 会 减 速。
qstr_Your_attempt_to_cast_the_g|你 尝 试 施 放 纳 加 什 凝 视 失 败。
qstr_{s1}s_attempt_to_cast_the_g|{s1}尝 试 施 放 纳 加 什 凝 视 失 败。
qstr_{s1}_has_cast_the_ga|{s1}施 放 了 纳 加 什 凝 视。受 影 响 的{s2}部 队 受 到 伤 害
qstr_Your_attempt_to_cast_Ry|你 尝 试 施 放 掘 墓 还 魂 术 失 败。
qstr_{s1}s_attempt_to_cast_Ry|{s1}尝 试 施 放 掘 墓 还 魂 术 失 败。
qstr_{s1}_has_cast_Ryze_t|{s1} 施 放 了 掘 墓 还 魂 术。召 唤 {reg4}名 {s5} 加 入 你 的 {s3}，附 近 亡 者 的 力 量 还 会 额 外 复 生 {reg7}名 {s6}。
qstr_{s1}_has_cast_Ryze_th|{s1}施 放 了 掘 墓 还 魂 术。{reg4}个{s5}被 召 唤 到 你 的{s3}
qstr_{playername}_receive|{playername} 从 先 前 战 斗 中 召 唤 的 部 队 获 得 {reg9}经 验 值
qstr_Your_attempt_to_cast_Mo|你 尝 试 施 放 莫 尔 卡 恩 的 黑 暗 吐 息 失 败。
qstr_{s1}s_attempt_to_cast_M|{s1}尝 试 施 放 莫 尔 卡 恩 的 黑 暗 吐 息 失 败。
qstr_{s1}s_attempt_to_cast_Mo|{s1}尝 试 施 放 莫 尔 卡 恩 的 黑 暗 吐 息 失 败。
