menu_1164|Dummy first line
menu_id_280|沙 漠 魔 法 没 有 范 围 法 术，四 个 增 益 法 术 也 只 对 阿 拉 比 部 队 生 效；不 过，每 个 法 术 都 十 分 强 大，能 与 阿 拉 比 军 队 很 好 地 配 合。“烈 日 打 击”是 威 力 强 大 的 魔 法 飞 弹，“巨 灵 诅 咒”则 是 最 出 色 的 法 术 之 一。
menu_id_281|选 定 这 个 学 派 后 就 无 法 更 换。你 确 定 要 专 精 沙 漠 魔 法 吗？
mno_id_1338|是 的，我 要 专 精 沙 漠 魔 法。
menu_id_282|在 已 知 世 界 的 森 林 深 处，生 活 着 被 混 沌 扭 曲 的 半 人 半 兽 怪 物。荒 野 魔 法 是 野 兽 人 独 有 的 奥 术，以 古 尔 与 野 兽 魔 法 为 根 基，又 被 达 尔 的 邪 恶 教 义 腐 化，专 注 于 兽 性 世 界 最 狂 野、最 残 暴 的 一 面。
menu_id_283|荒 野 萨 满 的 腐 化 力 量 能 扭 曲、偏 转 敌 方 魔 法。你 初 始 拥 有 5+魔 法 抗 性。
menu_id_284|荒 野 魔 法 偏 重 进 攻，专 注 于 高 伤 害 法 术 和 强 化 施 法 者 的 近 战 能 力。它 唯 一 的 增 益 法 术 会 提 高 盟 友 速 度，而 且 没 有 魔 法 飞 弹；不 过，“叛 亲 术”能 将 敌 方 骑 兵 击 落 坐 骑，“野 性 支 配”则 是 所 有 学 派 中 最 强 的 召 唤 法 术。
menu_id_285|选 定 这 个 学 派 后 就 无 法 更 换。你 确 定 要 专 精 荒 野 魔 法 吗？
mno_id_1343|是 的，我 要 专 精 荒 野 魔 法。
menu_id_286|你 走 进 守 护 者 神 殿，与 殿 内 正 在 训 练 的 战 士 们 会 合。你 想 做 什 么？
mno_id_1345|我 想 学 习 一 项 新 的 能 力。
mno_id_1346|购 买 一 件 特 殊 物 品。
menu_id_287|你 希 望 获 得 哪 一 种 神 灵 赐 福？
mno_id_1348|我 希 望 获 得“奎 特 兹 尔 的 祝 福”。{reg33?:}
mno_id_1349|我 希 望 获 得“万 奇 的 祝 福”。{reg33?:}
mno_id_1350|我 希 望 获 得“特 波 克 的 祝 福”。{reg33?:}
mno_id_1351|我 希 望 获 得“伊 兹 尔 的 祝 福”。{reg33?:}
mno_id_1352|我 希 望 获 得“乔 特 克 的 祝 福”。{reg33?:}
mno_id_1353|我 暂 时 不 想 购 买 任 何 祝 福。
menu_id_288|奎 特 兹 尔 是 神 圣 的 守 护 者。获 得 祂 的 祝 福 后，一 种 具 有 保 护 力 量 的 特 殊 黏 液 会 流 入 你 的 血 液，并 渗 入 鳞 片 之 间，帮 助 你 在 战 斗 中 不 断 再 生。
mno_id_1354|你 已 经 获 得“奎 特 兹 尔 的 祝 福”。
mno_id_1355|你 没 有 足 够 的 金 币 购 买 这 项 祝 福（需 要 100000金 币）。
mno_id_1356|捐 献 100000金 币，获 得 奎 特 兹 尔 的 祝 福。
mno_id_1357|我 现 在 不 想 获 得 奎 特 兹 尔 的 祝 福。
menu_id_289|你 站 在 光 环 之 中，感 到 奎 特 兹 尔 的 祝 福 流 遍 全 身。战 士 之 神 催 促 你 迎 战 混 沌 势 力，抵 抗 世 间 的 一 切 邪 恶。
mno_id_1358|你 获 得 了“奎 特 兹 尔 的 祝 福”。
menu_id_290|万 奇 是 豹 神。祂 的 祝 福 会 增 强 你 的 感 官 与 对 丛 林 的 亲 和 力，让 你 更 容 易 察 觉 危 险，并 听 懂 鸟 兽 的 警 告。在 露 丝 契 亚 丛 林 中，你 的 侦 查 技 能 恒 定 为 10。
mno_id_1359|你 已 经 获 得“万 奇 的 祝 福”。
mno_id_1360|你 没 有 足 够 的 金 币 购 买 这 项 祝 福（需 要 10000金 币）。
mno_id_1361|捐 献 10000金 币，获 得 万 奇 的 祝 福。
mno_id_1362|我 现 在 不 想 获 得 万 奇 的 祝 福。
menu_id_291|你 站 在 光 环 中，感 受 万 奇 的 祝 福 流 遍 全 身。豹 神 命 令 你 守 护 露 丝 契 亚 的 神 圣 土 地。
mno_id_1363|你 获 得 了“万 奇 的 祝 福”。
menu_id_292|特 波 克 是 空 气 之 神，也 是 抗 衡 魔 法 之 风 的 强 大 力 量。获 得 祂 的 祝 福 后，你 将 拥 有 4+魔 法 抗 性。
mno_id_1364|你 已 经 获 得“特 波 克 的 祝 福”。
mno_id_1365|你 没 有 足 够 的 金 币 购 买 这 项 祝 福（需 要 40000金 币）。
mno_id_1366|捐 献 40000金 币，获 得 特 波 克 的 祝 福。
mno_id_1367|我 现 在 不 想 获 得 特 波 克 的 祝 福。
menu_id_293|你 站 在 光 环 中，感 受 特 波 克 的 祝 福 流 遍 全 身。紫 色 雾 气 环 绕 着 你，让 你 仿 佛 漂 浮 在 云 端。
mno_id_1368|你 获 得 了“特 波 克 的 祝 福”。
menu_id_294|伊 兹 尔 与 露 丝 契 亚 的 巨 型 爬 行 兽 有 着 深 厚 联 系，蜥 蜴 人 喜 欢 骑 乘 它 们 投 入 战 斗。伊 兹 尔 的 祝 福 会 吸 引 这 些 巨 兽 来 到 你 身 边，并 让 它 们 更 易 驾 驭。骑 术 +4（最 高 10）。
mno_id_1369|你 已 经 获 得“伊 兹 尔 的 祝 福”。
mno_id_1370|你 没 有 足 够 的 金 币 购 买 这 项 祝 福（需 要 20000金 币）。
mno_id_1371|捐 献 20000金 币，获 得 伊 兹 尔 的 祝 福。
mno_id_1372|我 现 在 不 想 获 得 伊 兹 尔 的 祝 福。
menu_id_295|你 站 在 光 环 之 中，感 到 伊 兹 尔 的 祝 福 流 遍 全 身。一 阵 奇 异 雾 气 将 你 笼 罩，你 的 身 体 开 始 散 发 出 一 种 从 未 闻 过 的 气 味。
mno_id_1373|你 获 得 了“伊 兹 尔 的 祝 福”。
menu_id_296|乔 特 克 是 太 阳 神，会 在 蜥 蜴 人 需 要 时 带 来 能 量。祂 的 祝 福 让 你 在 露 丝 契 亚 丛 林 中 移 动 得 更 快；在 蜥 蜴 人 领 地 内，你 的 寻 路 技 能 恒 定 为 10。
mno_id_1374|你 已 经 获 得“乔 特 克 的 祝 福”。
mno_id_1375|你 没 有 足 够 的 金 币 获 得 这 项 祝 福（需 要 15000金 币）。
mno_id_1376|捐 献 15000金 币，获 得 乔 特 克 的 祝 福。
mno_id_1377|我 此 时 不 想 获 得 乔 特 克 祝 福。
menu_id_297|你 站 在 光 环 中，感 受 乔 特 克 的 祝 福 流 遍 全 身。一 股 净 化 的 暖 流 贯 穿 你 的 身 体，并 向 整 座 神 殿 辐 射。
mno_id_1378|你 获 得 了“乔 特 克 的 祝 福”。
menu_id_298|你 走 进 巨 大 的 符 文 锻 炉。首 席 符 文 铁 匠 上 前 迎 接，身 后 的 工 匠 们 正 在 烈 火 旁 忙 碌。你 想 做 什 么？
mno_id_1379|我 想 知 道 符 文 是 怎 么 工 作 的。
mno_id_1380|购 买 一 件 符 文 物 品。战 斗 中 仅 有 一 面 符 文 旗 帜 会 生 效。
mno_id_1381|为 你 的 物 品 购 买 符 文。
mno_id_1382|熔 毁 你 的 一 件 物 品。
menu_id_299|每 件 物 品 最 多 可 铭 刻 3枚 符 文。部 分 符 文 可 在 同 一 件 物 品 上 重 复 铭 刻，以 增 强 效 果；每 种 大 师 符 文 只 能 购 买 一 次。若 想 再 次 购 买 某 种 大 师 符 文，必 须 熔 毁 铭 刻 它 的 物 品。^若 物 品 遗 失，你 可 以 重 新 购 买 其 上 的 大 师 符 文。若 拥 有 多 面 符 文 战 旗，进 入 战 斗 前 可 选 择 要 使 用 的 一 面。只 有 矮 人 同 伴 能 够 使 用 符 文 装 备。
menu_id_300|你 想 熔 毁 哪 件 物 品？
mno_id_1385|符 文 王 国 旗 帜
mno_id_1386|符 文 铁 砧 旗 帜
mno_id_1387|符 文 熔 炉 旗 帜
mno_id_1388|矮 人 符 文 步 枪 1
mno_id_1389|矮 人 符 文 步 枪 2
mno_id_1390|矮 人 符 文 步 枪 3
mno_id_1391|矮 人 符 文 手 枪 1
mno_id_1392|矮 人 符 文 手 枪 2
mno_id_1393|矮 人 符 文 手 枪 3
mno_id_1394|矮 人 符 文 弩 1
mno_id_1395|矮 人 符 文 弩 2
mno_id_1396|矮 人 符 文 弩 3
mno_id_1397|矮 人 符 文 甲 1
mno_id_1398|矮 人 符 文 甲 2
mno_id_1399|矮 人 符 文 甲 3
mno_id_1400|符 文 屠 夫 身 体 1
mno_id_1401|符 文 屠 夫 身 体 2
mno_id_1402|符 文 屠 夫 身 体 3
mno_id_1403|矮 人 符 文 战 锤 1
mno_id_1404|矮 人 符 文 战 锤 2
mno_id_1405|矮 人 符 文 战 锤 3
mno_id_1406|矮 人 符 文 斧 1
mno_id_1407|矮 人 符 文 斧 2
mno_id_1408|矮 人 符 文 斧 3
mno_id_1409|矮 人 符 文 扳 手 1
mno_id_1410|矮 人 符 文 扳 手 2
mno_id_1411|矮 人 符 文 扳 手 3
mno_id_1412|矮 人 双 手 符 文 斧 1
mno_id_1413|矮 人 双 手 符 文 斧 2
mno_id_1414|矮 人 双 手 符 文 斧 3
mno_id_1415|矮 人 符 文 单 手 锤 1
mno_id_1416|矮 人 符 文 单 手 锤 2
mno_id_1417|矮 人 符 文 单 手 锤 3
mno_id_1418|暂 时 不 铭 刻 任 何 符 文。
menu_id_301|你 确 定 要 熔 毁 这 件 物 品，换 取 金 币 吗？
mno_id_1419|是 的，熔 毁 我 的 {s1}。
mno_id_1420|不，我 暂 时 留 着 它。
menu_id_302|你 想 在 哪 件 物 品 上 铭 刻 符 文？
mno_id_1436|矮 人 符 文 屠 夫 身 体 1
mno_id_1437|矮 人 符 文 屠 夫 身 体 2
mno_id_1438|矮 人 符 文 屠 夫 身 体 3
menu_id_303|你 想 铭 刻 哪 一 枚 符 文？
mno_id_1455|瓦 拉 亚 大 师 符 文：+2魔 法 抗 性（15000金 币）
mno_id_1456|勇 气 符 文：附 近 盟 友 牢 不 可 破（2000金 币）
mno_id_1457|圣 殿 符 文：+1魔 法 抗 性（4000金 币）
mno_id_1458|另 一 个 圣 殿 符 文：+2魔 法 抗 性（4000金 币）
mno_id_1459|惊 惧 大 师 符 文：附 近 盟 友 会 令 敌 人 恐 惧（1000金 币）
mno_id_1460|破 法 符 文：尝 试 驱 散 20米 内 所 有 部 队 身 上 的 魔 法 效 果（10000金 币）
mno_id_1461|暂 时 不 铭 刻 新 符 文。
mno_id_1462|精 准 符 文：精 准 度 +5（2000金 币）
mno_id_1463|第 二 枚 精 准 符 文：精 准 度 +5（2000金 币）
mno_id_1465|穿 透 符 文：伤 害 +12（5000金 币）
mno_id_1466|第 二 枚 穿 透 符 文：伤 害 +25（5000金 币）
mno_id_1467|燃 烧 符 文：伤 害 +1，并 使 攻 击 造 成 火 焰 伤 害（1000金 币）
mno_id_1468|穿 刺 符 文：精 准 度 +20%（5000金 币）
mno_id_1469|装 填 符 文：装 填 速 度 +25%（2500金 币）
mno_id_1470|第 二 枚 装 填 符 文：装 填 速 度 +50%（2500金 币）
mno_id_1472|铁 之 符 文：6+守 护 豁 免（20000金 币）
mno_id_1473|第 二 枚 铁 之 符 文：5+守 护 豁 免（20000金 币）
mno_id_1474|钢 铁 大 师 符 文：3个 防 护 部 位 的 护 甲 均 +10（10000金 币）
mno_id_1475|钢 铁 大 师 符 文：所 有 3个 防 护 区 域 护 甲 +10（10000金 币）
mno_id_1476|格 罗 姆 里 尔 大 师 符 文：3个 防 护 部 位 的 护 甲 均 +15（15000金 币）
mno_id_1477|陨 铁 大 师 符 文：所 有 3个 防 护 区 域 护 甲 +15（15000金 币）
mno_id_1478|护 佑 符 文：对 远 程 攻 击 与 魔 法 飞 弹 的 守 护 豁 免 提 高 2级（50000金 币）
mno_id_1479|护 佑 符 文：对 远 程 攻 击 与 魔 法 飞 弹 的 守 护 豁 免 提 高 2级（50000金 币）
mno_id_1480|斯 诺 里·闪 盔 大 师 符 文：武 器 挥 舞 速 度 +5（5000金 币）
mno_id_1482|斯 诺 里 · 斯 潘 格 勒 大 师 符 文：+5武 器 挥 舞 速 度（5000金 币）
mno_id_1483|破 甲 大 师 符 文：命 中 时 有 几 率 摧 毁 敌 人 的 盔 甲（5000金 币）
mno_id_1484|疯 狂 阿 拉 里 克 大 师 符 文：+5伤 害；攻 击 可 无 视 敌 人 的 守 护 豁 免 与 无 视 痛 苦（20000金 币）
mno_id_1485|破 甲 符 文 大 师：击 中 时 有 概 率 摧 毁 盔 甲（5000金 币）
mno_id_1486|迅 捷 大 师 符 文：+10武 器 挥 舞 速 度（10000金 币）
mno_id_1487|愤 怒 符 文：挥 舞 速 度 +3（1000金 币）
mno_id_1488|另 一 个 愤 怒 符 文：挥 舞 速 度 +6（1000金 币）
mno_id_1489|另 一 个 愤 怒 符 文：挥 舞 速 度 +9（1000金 币）
mno_id_1490|劈 裂 符 文：+2伤 害（200金 币）
mno_id_1491|另 一 个 劈 裂 符 文：+4伤 害（200金 币）
mno_id_1492|另 一 个 劈 裂 符 文：+6伤 害（200金 币）
mno_id_1493|屠 龙 符 文：对 大 型 敌 人 造 成 1D2倍 伤 害（5000金 币；无 法 与 重 击 符 文 同 时 生 效）
mno_id_1494|第 二 枚 屠 龙 符 文：对 大 型 敌 人 造 成 1D3倍 伤 害（5000金 币）
mno_id_1495|重 击 符 文：50%几 率 造 成 双 倍 伤 害（25000金 币；会 覆 盖 屠 龙 符 文）
mno_id_1496|力 量 符 文：+8% 伤 害（4000金 币）
mno_id_1497|另 一 个 力 量 符 文：+16% 伤 害（4000金 币）
mno_id_1498|武 技 符 文：装 备 时 武 器 掌 握 +2（1000金 币）
mno_id_1499|第 二 枚 武 技 符 文：装 备 时 武 器 掌 握 +4（1000金 币）
mno_id_1500|第 三 枚 武 技 符 文：装 备 时 武 器 掌 握 提 升 至 10（1000金 币）
mno_id_1501|火 焰 符 文：伤 害 +1，并 使 攻 击 造 成 火 焰 伤 害（1500金 币）
menu_id_304|你 确 定 要 完 成 这 笔 交 易 吗？
mno_id_1503|是 的，我 要 购 买 这 枚 符 文。
mno_id_1504|不，我 还 没 有 作 出 最 终 决 定。
menu_id_305|你 来 到 恐 虐 信 徒 的 试 炼 斗 技 场 前。^^{s40}^^{s41}^^{s42}
mno_id_1509|{s13}
mno_id_1510|尽 管 他 们 态 度 敌 视，仍 礼 貌 询 问 如 何 成 为 恐 虐 的 门 徒。
menu_id_306|恐 虐 狂 暴 {s40}^^在 战 斗 中 快 速 连 续 杀 敌，便 可 触 发 恐 虐 狂 暴，并 获 得：^{s41}^{s42}^{s49}^{s43}^{s44}^{s47}^{s45}^{s48}^你 拥 有 的 恐 虐 印 记 越 多，这 些 能 力 就 越 强。^^{s46}
mno_id_1512|接 受 恐 虐 的 试 炼。
menu_id_307|大 厅 中 正 在 举 行 宴 会，但 你 目 前 的 身 份 不 足 以 参 加。想 获 准 入 场，你 必 须 赢 得 一 定 声 望……或 者 在 节 庆 期 间 的 锦 标 赛 上 设 法 引 人 注 目。
mno_id_1513|继 续
menu_id_308|你 想 拜 访 谁？
mno_id_1514|拜 访 {s12}
mno_id_1514_door|花 园 大 门。
mno_id_1522|离 开。
menu_id_309|城 镇 作 弊 菜 单
menu_id_310|你 在 锦 标 赛 中 被 淘 汰 了。{s8}
menu_id_311|你 赢 得 了 {s3} 的 锦 标 赛！周 围 的 人 群 高 呼 你 的 名 字，一 股 骄 傲 油 然 而 生。除 了 荣 誉、名 声 与 荣 光，你 还 获 得 了 {reg9}枚 金 币。{s8}
menu_id_312|作 为 唯 一 保 持 不 败 的 {reg3?女 战 士:战 士}，{s1} 赢 得 了 本 届 锦 标 赛 的 奖 励 与 荣 耀。
menu_id_313|{s1}你 正 在 参 加 锦 标 赛 第 {reg0}轮，场 上 还 剩 {reg1}名 参 赛 者。本 轮 将 有 {reg2}支 队 伍，每 队 {reg3}名 战 士。^^你 已 经 赢 得 {reg25}场 锦 标 赛。
mno_id_1534|查 看 参 赛 者 名 单。
mno_id_1535|押 注 自 己。
mno_id_1536|提 议 举 办 一 场 无 规 则 锦 标 赛！（现 有 赌 注 将 重 置。）
mno_id_1537|参 加 下 一 轮 战 斗
mno_id_1538|参 加 下 一 轮 比 赛（硬 核 模 式）。
mno_id_1539|退 出 锦 标 赛。
menu_id_314|你 确 定 要 退 出 锦 标 赛 吗？
mno_id_1540|是 的，这 不 过 是 徒 劳 的 逞 强。
mno_id_1541|不，只 要 还 有 一 丝 机 会 胜 利！
menu_id_315|你 的 赔 率 是 {reg5}比 {reg6}。{reg1?你 已 经 在 自 己 身 上 下 注 {reg1}枚 金 币；如 果 获 胜，将 赢 得 {reg2}枚 金 币。:}^你 想 下 注 多 少？
mno_id_1542|500金 币 
mno_id_1543|250金 币。
mno_id_1544|100金 币。
mno_id_1545|50金 币。
mno_id_1546|20金 币。
mno_id_1547|10金 币。
mno_id_1548|5金 币。
menu_id_316|如 果 押 注 {reg1}枚 金 币，赢 得 锦 标 赛 后 可 获 得 {reg2}枚 金 币。你 接 受 吗？
menu_id_317|你 向 一 名 传 令 员 询 问 锦 标 赛 参 赛 者 的 姓 名。参 赛 者 如 下：^{s11}
menu_id_318|队 伍 中 交 易 技 能 最 高 的 成 员 是 {reg2}级，{reg3?你 估 计:{s1} 估 计} 在 这 里 征 收 税 款 需 要 {reg4}天……
mno_id_1553|开 始 征 税。
mno_id_1554|稍 后 再 处 理。
menu_id_319|你 从 {s3} 征 收 了 {reg3}枚 金 币。{s19} 正 等 着 你 尽 快 把 税 金 送 去。
menu_id_320|你 迅 速 而 有 力 地 平 息 了 叛 乱。今 后 谁 再 想 反 抗 你，都 会 先 想 清 楚 后 果。
menu_id_321|叛 乱 爆 发 前，你 只 从 {s3} 征 收 到 {reg3}枚 金 币。{s1} 会 感 到 不 满，但 应 该 仍 会 勉 强 接 受—— 总 比 一 枚 金 币 都 没 有 好。
menu_id_322|{s3} 的 人 们 对 你 的 要 求 十 分 愤 怒，认 为 这 根 本 就 是 勒 索。他 们 越 来 越 躁 动；如 果 你 继 续 压 榨，恐 怕 很 快 就 会 爆 发 反 抗。
mno_id_1558|无 视 他 们，继 续 征 税。
mno_id_1559|同 意 将 税 额 减 半（{s1} 可 能 会 不 满）。
menu_id_323|你 在 {s3} 征 税 时 被 人 打 断。一 大 群 愤 怒 的 {reg9?农 民:居 民} 挥 舞 火 把 和 武 器，高 喊 着 抗 议 苛 捐 杂 税，正 向 你 逼 近。看 来 他 们 打 算 袭 击 你！
menu_id_324|作 为 队 伍 中 教 练 技 能 最 高 的 成 员（{reg2}级），{reg3?你 估 计:{s1} 估 计} 让 农 民 做 好 训 练 准 备 需 要 {reg4}小 时。
mno_id_1561|训 练 他 们。
menu_id_325|你 向 农 民 讲 解 了 军 旅 生 活、纪 律 与 服 从 的 基 础。你 认 为 其 中 {reg0}人 {reg1?已 经 全 部:已 经} 掌 握 训 练 内 容，{reg1?可 以:可 以} 开 始 实 战 演 练。
mno_id_1563|开 始 实 战 演 练。
menu_id_326|正 当 你 准 备 继 续 训 练 时，一 名 村 庄 哨 兵 高 喊 着 跑 来：强 盗 正 直 奔 {s3} 而 来！^村 长 恳 求 你 带 领 刚 组 建 的 民 兵 防 守 村 庄。
mno_id_1565|准 备 迎 战！
menu_id_327|强 盗 被 击 败 了！少 数 幸 存 者 仓 皇 逃 走，被 农 民 和 他 们 的 新 英 雄 吓 破 了 胆。村 民 刚 刚 经 历 灾 难，已 经 没 有 多 少 财 物，却 仍 把 能 找 到 的 一 切 送 给 你，以 表 达 感 激。
menu_id_328|你 要 登 岸 吗？
menu_id_329|你 要 登 船 吗？
menu_id_330|城 镇：{s1}^租 金 收 入：{reg1}枚 金 币^税 收：{reg2}枚 金 币^食 物 储 备：可 供 应 {reg3}天
mno_id_1573|报 告 价 格 与 产 品。
menu_id_331|当 地 出 产：^（说 明：基 础 产 量 /原 材 料 修 正 后 的 产 量 /原 材 料 与 繁 荣 度 共 同 修 正 后 的 产 量）^{s1}^^价 格 影 响 因 素：^{s2}
menu_id_332|前 往 市 场。
mno_id_1578|评 估 当 地 物 价。
mno_id_1579|与 武 器 商 人 交 易 
mno_id_1580|与 盔 甲 商 人 交 易 
mno_id_1581|与 马 匹 贩 子 交 易 
mno_id_1582|与 杂 货 商 人 交 易 
mno_id_1583|返 回 
menu_id_333|库 存 中 标 记 为 可 出 售、且 价 格 低 于 {reg1}枚 金 币 的 物 品，会 自 动 卖 给 {reg2?城 镇 中 合 适 的 商 人:村 庄 长 老}。食 物、制 成 品、独 特 物 品、药 剂、法 术 卷 轴、魔 法 符 号、魔 杖、领 主 物 品、地 牢 宝 物、符 文 武 器 和 书 籍 永 远 不 会 自 动 出 售。^^注 意：库 存 最 前 面 的 9个 栏 位 不 参 与 自 动 出 售。
mno_id_1585|调 整 设 置。
menu_id_334|你 可 以 按 照 清 单 自 动 购 买 食 物。要 继 续 吗？^^你 可 以 查 看 并 配 置 购 物 清 单。
mno_id_1588|配 置 你 的 购 物 清 单 
menu_id_335|你 无 意 间 听 到 几 段 关 于 当 地 商 品 价 格 的 谈 话。^你 仔 细 倾 听，试 图 找 到 最 划 算 的 生 意。
menu_id_336|作 为 队 伍 中 交 易 技 能 最 高 的 成 员（{reg2}级），{reg3?你 尝 试 找 出:{s1} 尝 试 找 出} 最 适 合 倒 卖 的 商 品。{s2}
menu_id_337|你 骗 过 守 卫，进 入 了 城 镇。
menu_id_338|你 正 要 悄 悄 混 进 去，一 名 守 卫 却 认 出 了 你，并 拉 响 警 报！你 必 须 在 全 城 守 卫 赶 来 前 逃 出 城 门！
